name,size_numeric,type,sub_race,ethics,morale,armor_class,hit_points,hit_dice_count,strength,dexterity,constitution,intelligence,wisdom,charisma,strength_save,dexterity_save,constitution_save,intelligence_save,wisdom_save,charisma_save,perception,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,passive_perception,sense_darkvision_m,sense_blindsight_m,sense_tremorsense_m,sense_truesight_m,lang_telepathy_m,languages_count,cr,actions_count,reactions_count,legendary_actions_count,special_abilities_count,spell_list_count,speed.walk,speed.swim,skills.history,skills.perception,skills.medicine,skills.religion,speed.fly,skills.stealth,speed.burrow,skills.persuasion,skills.insight,speed.climb,skills.deception,skills.arcana,speed.hover,skills.athletics,skills.acrobatics,skills.survival,skills.investigation,skills.nature,skills.intimidation,skills.performance
Cultist,3,Humanoid,Humanoid,0,1,12,9,2,11,12,10,10,11,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,1,0.125,1,0,0,1,0,30.0,0.0,0,0,0,2,0.0,1,0.0,0,0,0.0,2,0,0,0,1,0,0,0,0,0
Darkmantle,2,Monstrosity,Monstrosity,0,0,11,22,5,16,12,13,2,10,5,3.0,1.0,1.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,0.0,18.0,0.0,0.0,0.0,0,0.5,2,0,0,2,0,10.0,0.0,-4,0,0,-4,30.0,3,0.0,-3,0,0.0,-3,-4,0,3,1,0,-4,-4,-3,-3
Death Dog,3,Monstrosity,Monstrosity,0,-1,12,39,6,15,14,14,3,13,6,2.0,2.0,2.0,-4.0,1.0,-2.0,5.0,0,0,0,0,15,36.0,0.0,0.0,0.0,0.0,0,1.0,2,0,0,1,0,40.0,0.0,-4,5,1,-4,0.0,4,0.0,-2,1,0.0,-2,-4,0,2,2,1,-4,-4,-2,-2
Deep Gnome (Svirfneblin),2,Humanoid,gnome,0,1,15,16,3,15,14,14,12,10,9,2.0,2.0,2.0,1.0,0.0,-1.0,2.0,0,0,0,0,12,36.0,0.0,0.0,0.0,0.0,3,0.5,2,0,0,3,4,20.0,0.0,1,2,0,1,0.0,4,0.0,-1,0,0.0,-1,1,0,2,2,0,3,1,-1,-1
Deer,3,Beast,Beast,0,0,13,4,1,11,16,11,2,14,5,0.0,3.0,0.0,-4.0,2.0,-3.0,2.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0,50.0,0.0,-4,2,2,-4,0.0,3,0.0,-3,2,0.0,-3,-4,0,0,3,2,-4,-4,-3,-3
Deva,3,Celestial,Angels,1,1,17,136,16,18,18,18,17,20,20,4.0,4.0,4.0,3.0,9.0,9.0,9.0,0,4,0,3,19,36.0,0.0,0.0,0.0,36.0,2,10.0,4,0,0,3,3,30.0,0.0,3,9,5,3,90.0,4,0.0,5,9,0.0,5,3,0,4,4,5,3,3,5,5
Dire Wolf,4,Beast,Beast,0,0,14,37,5,17,15,15,3,12,7,3.0,2.0,2.0,-4.0,1.0,-2.0,3.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0,0,2,0,50.0,0.0,-4,3,1,-4,0.0,4,0.0,-2,1,0.0,-2,-4,0,3,2,1,-4,-4,-2,-2
Djinni,4,Elemental,Genies,-1,1,17,161,14,21,15,22,15,16,20,5.0,6.0,6.0,2.0,7.0,9.0,3.0,0,0,2,0,13,36.0,0.0,0.0,0.0,0.0,1,11.0,3,0,0,3,11,30.0,0.0,2,3,3,2,90.0,2,0.0,5,3,0.0,5,2,0,5,2,3,2,2,5,5
Doppelganger,3,Monstrosity,shapechanger,0,0,14,52,8,11,18,14,11,12,14,0.0,4.0,2.0,0.0,1.0,2.0,1.0,0,0,0,1,11,18.0,0.0,0.0,0.0,0.0,1,3.0,3,0,0,3,0,30.0,0.0,0,1,1,0,0.0,4,0.0,2,3,0.0,6,0,0,0,4,1,0,0,2,2
Draft Horse,4,Beast,Beast,0,0,10,19,3,18,10,12,2,11,7,4.0,0.0,1.0,-4.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,0.25,1,0,0,0,0,40.0,0.0,-4,0,0,-4,0.0,0,0.0,-2,0,0.0,-2,-4,0,4,0,0,-4,-4,-2,-2
Dragon Turtle,6,Dragon,Dragon,0,0,20,341,22,25,10,20,10,12,12,7.0,6.0,11.0,0.0,7.0,1.0,1.0,0,1,0,0,11,36.0,0.0,0.0,0.0,0.0,2,17.0,5,0,0,1,0,20.0,40.0,0,1,1,0,0.0,0,0.0,1,1,0.0,1,0,0,7,0,1,0,0,1,1
Dretch,2,Fiend,Demons,-1,-1,11,18,4,11,11,12,5,8,3,0.0,0.0,1.0,-3.0,-1.0,-4.0,-1.0,0,3,1,1,9,18.0,0.0,0.0,0.0,18.0,2,0.25,4,0,0,0,0,20.0,0.0,-3,-1,-1,-3,0.0,0,0.0,-4,-1,0.0,-4,-3,0,0,0,-1,-3,-3,-4,-4
Drider,4,Monstrosity,Monstrosity,-1,-1,19,123,13,16,16,18,13,14,12,3.0,3.0,4.0,1.0,2.0,1.0,5.0,0,0,0,0,15,36.0,0.0,0.0,0.0,0.0,2,6.0,4,0,0,5,3,30.0,0.0,1,5,2,1,0.0,9,0.0,1,2,30.0,1,1,0,3,3,2,1,1,1,1
Drow,3,Humanoid,elf,0,-1,15,13,3,10,14,10,11,11,12,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,12,36.0,0.0,0.0,0.0,0.0,2,0.25,2,0,0,3,3,30.0,0.0,0,2,0,0,0.0,4,0.0,1,0,0.0,1,0,0,0,2,0,0,0,1,1
Druid,3,Humanoid,Humanoid,0,0,11,27,5,10,12,13,12,15,11,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,1,2.0,1,0,0,1,9,30.0,0.0,1,4,4,1,0.0,1,0.0,0,2,0.0,0,1,0,0,1,2,1,3,0,0
Dryad,3,Fey,Fey,0,0,11,22,5,10,12,11,14,15,18,0.0,1.0,0.0,2.0,2.0,4.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,2,1.0,2,0,0,4,6,30.0,0.0,2,4,2,2,0.0,5,0.0,4,2,0.0,4,2,0,0,1,2,2,2,4,4
Duergar,3,Humanoid,dwarf,1,-1,16,26,4,14,11,14,11,10,9,2.0,0.0,2.0,0.0,0.0,-1.0,0.0,0,1,0,0,10,36.0,0.0,0.0,0.0,0.0,2,1.0,4,0,0,2,0,25.0,0.0,0,0,0,0,0.0,0,0.0,-1,0,0.0,-1,0,0,2,0,0,0,0,-1,-1
Dust Mephit,2,Elemental,Mephits,0,-1,12,17,5,5,14,10,9,11,10,-3.0,2.0,0.0,-1.0,0.0,0.0,2.0,-1,0,1,1,12,18.0,0.0,0.0,0.0,0.0,2,0.5,3,0,0,2,1,30.0,0.0,-1,2,0,-1,30.0,4,0.0,0,0,0.0,0,-1,0,-3,2,0,-1,-1,0,0
Eagle,2,Beast,Beast,0,0,12,3,1,6,15,10,2,14,7,-2.0,2.0,0.0,-4.0,2.0,-2.0,4.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,10.0,0.0,-4,4,2,-4,60.0,2,0.0,-2,2,0.0,-2,-4,0,-2,2,2,-4,-4,-2,-2
Earth Elemental,4,Elemental,Elementals,0,0,17,126,12,20,8,20,5,10,5,5.0,-1.0,5.0,-3.0,0.0,-3.0,0.0,-1,3,1,5,10,18.0,0.0,18.0,0.0,0.0,1,5.0,2,0,0,2,0,30.0,0.0,-3,0,0,-3,0.0,-1,30.0,-3,0,0.0,-3,-3,0,5,-1,0,-3,-3,-3,-3
Efreeti,4,Elemental,Genies,1,-1,17,200,16,22,12,24,16,15,16,6.0,1.0,7.0,7.0,6.0,7.0,2.0,0,0,1,0,12,36.0,0.0,0.0,0.0,0.0,1,11.0,3,0,0,3,9,40.0,0.0,3,2,2,3,60.0,1,0.0,3,2,0.0,3,3,0,6,1,2,3,3,3,3
Elephant,5,Beast,Beast,0,0,12,76,8,22,9,17,3,11,6,6.0,-1.0,3.0,-4.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,4.0,2,0,0,1,0,40.0,0.0,-4,0,0,-4,0.0,-1,0.0,-2,0,0.0,-2,-4,0,6,-1,0,-4,-4,-2,-2
Elk,4,Beast,Beast,0,0,10,13,2,16,10,12,2,10,6,3.0,0.0,1.0,-4.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,0.25,2,0,0,1,0,50.0,0.0,-4,0,0,-4,0.0,0,0.0,-2,0,0.0,-2,-4,0,3,0,0,-4,-4,-2,-2
Erinyes,3,Fiend,Devils,1,-1,18,153,18,18,16,18,14,14,18,4.0,7.0,8.0,2.0,6.0,8.0,2.0,0,4,2,1,12,0.0,0.0,0.0,36.0,36.0,2,12.0,4,1,0,2,0,30.0,0.0,2,2,2,2,60.0,3,0.0,4,2,0.0,4,2,0,4,3,2,2,2,4,4
Ettercap,3,Monstrosity,Monstrosity,0,-1,13,44,8,14,15,13,7,12,8,2.0,2.0,1.0,-2.0,1.0,-1.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,0,2.0,5,0,0,3,0,30.0,0.0,-2,3,1,-2,0.0,4,0.0,-1,1,30.0,-1,-2,0,2,2,3,-2,-2,-1,-1
Ettin,4,Giant,Giant,-1,-1,12,85,10,21,8,17,6,10,8,5.0,-1.0,3.0,-2.0,0.0,-1.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,2,4.0,3,0,0,2,0,40.0,0.0,-2,4,0,-2,0.0,-1,0.0,-1,0,0.0,-1,-2,0,5,-1,0,-2,-2,-1,-1
Fire Elemental,4,Elemental,Elementals,0,0,13,102,12,10,17,16,6,10,7,0.0,3.0,3.0,-2.0,0.0,-2.0,0.0,0,3,2,8,10,18.0,0.0,0.0,0.0,0.0,1,5.0,2,0,0,3,0,50.0,0.0,-2,0,0,-2,0.0,3,0.0,-2,0,0.0,-2,-2,0,0,3,0,-2,-2,-2,-2
Fire Giant,5,Giant,Giants,1,-1,18,162,13,25,9,23,10,14,13,7.0,3.0,10.0,0.0,2.0,5.0,6.0,0,0,1,0,16,0.0,0.0,0.0,0.0,0.0,1,9.0,3,0,0,0,0,30.0,0.0,0,6,2,0,0.0,-1,0.0,1,2,0.0,1,0,0,11,-1,2,0,0,1,1
Flesh Golem,3,Construct,Golems,0,0,9,93,11,19,9,18,6,10,5,4.0,-1.0,4.0,-2.0,0.0,-3.0,0.0,0,0,5,6,10,18.0,0.0,0.0,0.0,0.0,1,5.0,2,0,0,6,0,30.0,0.0,-2,0,0,-2,0.0,-1,0.0,-3,0,0.0,-3,-2,0,4,-1,0,-2,-2,-3,-3
Flying Snake,1,Beast,Beast,0,0,14,5,2,4,18,11,2,12,5,-3.0,4.0,0.0,-4.0,1.0,-3.0,1.0,0,0,0,0,11,0.0,3.0,0.0,0.0,0.0,0,0.125,1,0,0,1,0,30.0,30.0,-4,1,1,-4,60.0,4,0.0,-3,1,0.0,-3,-4,0,-3,4,1,-4,-4,-3,-3
Flying Sword,2,Construct,Animated Objects,0,0,17,17,5,12,15,11,1,5,1,1.0,4.0,0.0,-5.0,-3.0,-5.0,-3.0,0,0,2,7,7,0.0,18.0,0.0,0.0,0.0,0,0.25,1,0,0,2,0,0.0,0.0,-5,-3,-3,-5,50.0,2,0.0,-5,-3,0.0,-5,-5,1,1,2,-3,-5,-5,-5,-5
Frog,1,Beast,Beast,0,0,11,1,1,1,13,8,1,8,3,-5.0,1.0,-1.0,-5.0,-1.0,-4.0,1.0,0,0,0,0,11,9.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,0,20.0,20.0,-5,1,-1,-5,0.0,3,0.0,-4,-1,0.0,-4,-5,0,-5,1,-1,-5,-5,-4,-4
Frost Giant,5,Giant,Giants,0,-1,15,138,12,23,9,21,9,10,12,6.0,-1.0,8.0,-1.0,3.0,4.0,3.0,0,0,1,0,13,0.0,0.0,0.0,0.0,0.0,1,8.0,3,0,0,0,0,40.0,0.0,-1,3,0,-1,0.0,-1,0.0,1,0,0.0,1,-1,0,9,-1,0,-1,-1,1,1
Gargoyle,3,Elemental,Elemental,-1,-1,15,52,7,15,11,16,6,11,7,2.0,0.0,3.0,-2.0,0.0,-2.0,0.0,0,3,1,3,10,18.0,0.0,0.0,0.0,0.0,1,2.0,3,0,0,1,0,30.0,0.0,-2,0,0,-2,60.0,0,0.0,-2,0,0.0,-2,-2,0,2,0,0,-2,-2,-2,-2
Gelatinous Cube,4,Ooze,Oozes,0,0,6,84,8,14,3,20,1,6,1,2.0,-4.0,5.0,-5.0,-2.0,-5.0,-2.0,0,0,0,6,8,0.0,18.0,0.0,0.0,0.0,0,2.0,2,0,0,2,0,15.0,0.0,-5,-2,-2,-5,0.0,-4,0.0,-5,-2,0.0,-5,-5,0,2,-4,-2,-5,-5,-5,-5
Ghast,3,Undead,Ghouls,-1,-1,13,36,8,16,17,10,11,10,8,3.0,3.0,0.0,0.0,0.0,-1.0,0.0,0,1,1,3,10,18.0,0.0,0.0,0.0,0.0,1,2.0,2,0,0,2,0,30.0,0.0,0,0,0,0,0.0,3,0.0,-1,0,0.0,-1,0,0,3,3,0,0,0,-1,-1
Ghost,3,Undead,Undead,0,0,11,45,10,7,13,10,10,12,17,-2.0,1.0,0.0,0.0,1.0,3.0,1.0,0,7,3,9,11,18.0,0.0,0.0,0.0,0.0,1,4.0,4,0,0,2,0,0.0,0.0,0,1,1,0,40.0,1,0.0,3,1,0.0,3,0,1,-2,1,1,0,0,3,3
Ghoul,3,Undead,Ghouls,-1,-1,12,22,5,13,15,10,7,10,6,1.0,2.0,0.0,-2.0,0.0,-2.0,0.0,0,0,1,3,10,18.0,0.0,0.0,0.0,0.0,1,1.0,2,0,0,0,0,30.0,0.0,-2,0,0,-2,0.0,2,0.0,-2,0,0.0,-2,-2,0,1,2,0,-2,-2,-2,-2
Giant Ape,5,Beast,Beast,0,0,12,157,15,23,14,18,7,12,7,6.0,2.0,4.0,-2.0,1.0,-2.0,4.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0,7.0,3,0,0,0,0,40.0,0.0,-2,4,1,-2,0.0,2,0.0,-2,1,40.0,-2,-2,0,9,2,1,-2,-2,-2,-2
Giant Badger,3,Beast,Beast,0,0,10,13,2,13,10,15,2,12,5,1.0,0.0,2.0,-4.0,1.0,-3.0,1.0,0,0,0,0,11,9.0,0.0,0.0,0.0,0.0,0,0.25,3,0,0,1,0,30.0,0.0,-4,1,1,-4,0.0,0,10.0,-3,1,0.0,-3,-4,0,1,0,1,-4,-4,-3,-3
Giant Bat,4,Beast,Beast,0,0,13,22,4,15,16,11,2,12,6,2.0,3.0,0.0,-4.0,1.0,-2.0,1.0,0,0,0,0,11,0.0,18.0,0.0,0.0,0.0,0,0.25,1,0,0,2,0,10.0,0.0,-4,1,1,-4,60.0,3,0.0,-2,1,0.0,-2,-4,0,2,3,1,-4,-4,-2,-2
Giant Boar,4,Beast,Beast,0,0,12,42,5,17,10,16,2,7,5,3.0,0.0,3.0,-4.0,-2.0,-3.0,-2.0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,2.0,1,0,0,2,0,40.0,0.0,-4,-2,-2,-4,0.0,0,0.0,-3,-2,0.0,-3,-4,0,3,0,-2,-4,-4,-3,-3
Giant Centipede,2,Beast,Beast,0,0,13,4,1,5,14,12,1,7,3,-3.0,2.0,1.0,-5.0,-2.0,-4.0,-2.0,0,0,0,0,8,0.0,9.0,0.0,0.0,0.0,0,0.25,1,0,0,0,0,30.0,0.0,-5,-2,-2,-5,0.0,2,0.0,-4,-2,30.0,-4,-5,0,-3,2,-2,-5,-5,-4,-4
Giant Constrictor Snake,5,Beast,Beast,0,0,12,60,8,19,14,12,1,10,3,4.0,2.0,1.0,-5.0,0.0,-4.0,2.0,0,0,0,0,12,0.0,3.0,0.0,0.0,0.0,0,2.0,2,0,0,0,0,30.0,30.0,-5,2,0,-5,0.0,2,0.0,-4,0,0.0,-4,-5,0,4,2,0,-5,-5,-4,-4
Giant Crab,3,Beast,Beast,0,0,15,13,3,13,15,11,1,9,3,1.0,2.0,0.0,-5.0,-1.0,-4.0,-1.0,0,0,0,0,9,0.0,9.0,0.0,0.0,0.0,0,0.125,1,0,0,1,0,30.0,30.0,-5,-1,-1,-5,0.0,4,0.0,-4,-1,0.0,-4,-5,0,1,2,-1,-5,-5,-4,-4
Giant Crocodile,5,Beast,Beast,0,0,14,85,9,21,9,17,2,10,7,5.0,-1.0,3.0,-4.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,5.0,3,0,0,1,0,30.0,50.0,-4,0,0,-4,0.0,5,0.0,-2,0,0.0,-2,-4,0,5,-1,0,-4,-4,-2,-2
Giant Eagle,4,Beast,Beast,0,1,13,26,4,16,17,13,8,14,10,3.0,3.0,1.0,-1.0,2.0,0.0,4.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,3,1.0,3,0,0,1,0,10.0,0.0,-1,4,2,-1,80.0,3,0.0,0,2,0.0,0,-1,0,3,3,2,-1,-1,0,0
Giant Elk,5,Beast,Beast,0,0,15,42,5,19,16,14,7,14,10,4.0,3.0,2.0,-2.0,2.0,0.0,4.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,4,2.0,2,0,0,1,0,60.0,0.0,-2,4,2,-2,0.0,3,0.0,0,2,0.0,0,-2,0,4,3,2,-2,-2,0,0
Giant Fire Beetle,2,Beast,Beast,0,0,13,4,1,8,10,12,1,7,3,-1.0,0.0,1.0,-5.0,-2.0,-4.0,-2.0,0,0,0,0,8,0.0,9.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,30.0,0.0,-5,-2,-2,-5,0.0,0,0.0,-4,-2,0.0,-4,-5,0,-1,0,-2,-5,-5,-4,-4
Giant Frog,3,Beast,Beast,0,0,11,18,4,12,13,11,2,10,3,1.0,1.0,0.0,-4.0,0.0,-4.0,2.0,0,0,0,0,12,9.0,0.0,0.0,0.0,0.0,0,0.25,2,0,0,2,0,30.0,30.0,-4,2,0,-4,0.0,3,0.0,-4,0,0.0,-4,-4,0,1,1,0,-4,-4,-4,-4
Giant Goat,4,Beast,Beast,0,0,11,19,3,17,11,12,3,12,6,3.0,0.0,1.0,-4.0,1.0,-2.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0.5,1,0,0,2,0,40.0,0.0,-4,1,1,-4,0.0,0,0.0,-2,1,0.0,-2,-4,0,3,0,1,-4,-4,-2,-2
Giant Hyena,4,Beast,Beast,0,0,12,45,6,16,14,14,2,12,7,3.0,2.0,2.0,-4.0,1.0,-2.0,3.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0,0,1,0,50.0,0.0,-4,3,1,-4,0.0,2,0.0,-2,1,0.0,-2,-4,0,3,2,1,-4,-4,-2,-2
Giant Lizard,4,Beast,Beast,0,0,12,19,3,15,12,13,2,10,5,2.0,1.0,1.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,9.0,0.0,0.0,0.0,0.0,0,0.25,1,0,0,2,0,30.0,0.0,-4,0,0,-4,0.0,1,0.0,-3,0,30.0,-3,-4,0,2,1,0,-4,-4,-3,-3
Giant Octopus,4,Beast,Beast,0,0,11,52,8,17,13,13,4,10,4,3.0,1.0,1.0,-3.0,0.0,-3.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,0,1.0,2,0,0,3,0,10.0,60.0,-3,4,0,-3,0.0,5,0.0,-3,0,0.0,-3,-3,0,3,1,0,-3,-3,-3,-3
Giant Owl,4,Beast,Beast,0,0,12,19,3,13,15,12,8,13,10,1.0,2.0,1.0,-1.0,1.0,0.0,5.0,0,0,0,0,15,36.0,0.0,0.0,0.0,0.0,4,0.25,1,0,0,2,0,5.0,0.0,-1,5,1,-1,60.0,4,0.0,0,1,0.0,0,-1,0,1,2,1,-1,-1,0,0
Giant Poisonous Snake,3,Beast,Beast,0,0,14,11,2,10,18,13,2,10,3,0.0,4.0,1.0,-4.0,0.0,-4.0,2.0,0,0,0,0,12,0.0,3.0,0.0,0.0,0.0,0,0.25,1,0,0,0,0,30.0,30.0,-4,2,0,-4,0.0,4,0.0,-4,0,0.0,-4,-4,0,0,4,0,-4,-4,-4,-4
Giant Rat,2,Beast,Beast,0,0,12,7,2,7,15,11,2,10,4,-2.0,2.0,0.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,0,0.125,1,0,0,2,0,30.0,0.0,-4,0,0,-4,0.0,2,0.0,-3,0,0.0,-3,-4,0,-2,2,0,-4,-4,-3,-3
Giant Rat (Diseased),2,Beast,Beast,0,0,12,7,2,7,15,11,2,10,4,-2.0,2.0,0.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,0,0.125,1,0,0,0,0,30.0,0.0,-4,0,0,-4,0.0,2,0.0,-3,0,0.0,-3,-4,0,-2,2,0,-4,-4,-3,-3
Giant Scorpion,4,Beast,Beast,0,0,15,52,7,15,13,15,1,9,3,2.0,1.0,2.0,-5.0,-1.0,-4.0,-1.0,0,0,0,0,9,0.0,18.0,0.0,0.0,0.0,0,3.0,3,0,0,0,0,40.0,0.0,-5,-1,-1,-5,0.0,1,0.0,-4,-1,0.0,-4,-5,0,2,1,-1,-5,-5,-4,-4
Giant Sea Horse,4,Beast,Beast,0,0,13,16,3,12,15,11,2,12,5,1.0,2.0,0.0,-4.0,1.0,-3.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0.5,1,0,0,2,0,0.0,40.0,-4,1,1,-4,0.0,2,0.0,-3,1,0.0,-3,-4,0,1,2,1,-4,-4,-3,-3
Giant Shark,5,Beast,Beast,0,0,13,126,11,23,11,21,1,10,5,6.0,0.0,5.0,-5.0,0.0,-3.0,3.0,0,0,0,0,13,0.0,18.0,0.0,0.0,0.0,0,5.0,1,0,0,2,0,0.0,50.0,-5,3,0,-5,0.0,0,0.0,-3,0,0.0,-3,-5,0,6,0,0,-5,-5,-3,-3
Giant Spider,4,Beast,Beast,0,0,14,26,4,14,16,12,2,11,4,2.0,3.0,1.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,18.0,3.0,0.0,0.0,0.0,0,1.0,2,0,0,3,0,30.0,0.0,-4,0,0,-4,0.0,7,0.0,-3,0,30.0,-3,-4,0,2,3,0,-4,-4,-3,-3
Giant Toad,4,Beast,Beast,0,0,11,39,6,15,13,13,2,10,3,2.0,1.0,1.0,-4.0,0.0,-4.0,0.0,0,0,0,0,10,9.0,0.0,0.0,0.0,0.0,0,1.0,2,0,0,2,0,20.0,40.0,-4,0,0,-4,0.0,1,0.0,-4,0,0.0,-4,-4,0,2,1,0,-4,-4,-4,-4
Giant Vulture,4,Beast,Beast,0,-1,10,22,3,15,10,15,6,12,7,2.0,0.0,2.0,-2.0,1.0,-2.0,3.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,1,1.0,3,0,0,2,0,10.0,0.0,-2,3,1,-2,60.0,0,0.0,-2,1,0.0,-2,-2,0,2,0,1,-2,-2,-2,-2
Giant Wasp,3,Beast,Beast,0,0,12,13,3,10,14,10,1,10,3,0.0,2.0,0.0,-5.0,0.0,-4.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,0.5,1,0,0,0,0,10.0,0.0,-5,0,0,-5,50.0,2,0.0,-4,0,0.0,-4,-5,0,0,2,0,-5,-5,-4,-4
Giant Weasel,3,Beast,Beast,0,0,13,9,2,11,16,10,4,12,5,0.0,3.0,0.0,-3.0,1.0,-3.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,0,0.125,1,0,0,1,0,40.0,0.0,-3,3,1,-3,0.0,5,0.0,-3,1,0.0,-3,-3,0,0,3,1,-3,-3,-3,-3
Giant Wolf Spider,3,Beast,Beast,0,0,13,11,2,12,16,13,3,12,4,1.0,3.0,1.0,-4.0,1.0,-3.0,3.0,0,0,0,0,13,18.0,3.0,0.0,0.0,0.0,0,0.25,1,0,0,3,0,40.0,0.0,-4,3,1,-4,0.0,7,0.0,-3,1,40.0,-3,-4,0,1,3,1,-4,-4,-3,-3
Gibbering Mouther,3,Aberration,Aberration,0,0,9,67,9,10,8,16,3,10,6,0.0,-1.0,3.0,-4.0,0.0,-2.0,0.0,0,0,0,1,10,18.0,0.0,0.0,0.0,0.0,0,2.0,3,0,0,2,0,10.0,10.0,-4,0,0,-4,0.0,-1,0.0,-2,0,0.0,-2,-4,0,0,-1,0,-4,-4,-2,-2
Glabrezu,4,Fiend,Demons,-1,-1,17,157,15,20,15,21,19,17,16,9.0,2.0,9.0,4.0,7.0,7.0,3.0,0,6,1,1,13,0.0,0.0,0.0,36.0,36.0,2,9.0,4,0,0,2,6,40.0,0.0,4,3,3,4,0.0,2,0.0,3,3,0.0,3,4,0,5,2,3,4,4,3,3
Gladiator,3,Humanoid,Humanoid,0,0,16,112,15,18,15,16,10,12,15,7.0,5.0,6.0,0.0,1.0,2.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,1,5.0,3,1,0,2,0,30.0,0.0,0,1,1,0,0.0,2,0.0,2,1,0.0,2,0,0,10,2,1,0,0,5,2
Gnoll,3,Humanoid,gnoll,-1,-1,15,22,5,14,12,11,6,10,7,2.0,1.0,0.0,-2.0,0.0,-2.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,1,0.5,3,0,0,1,0,30.0,0.0,-2,0,0,-2,0.0,1,0.0,-2,0,0.0,-2,-2,0,2,1,0,-2,-2,-2,-2
Goat,3,Beast,Beast,0,0,10,4,1,12,10,11,2,10,5,1.0,0.0,0.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,2,0,40.0,0.0,-4,0,0,-4,0.0,0,0.0,-3,0,0.0,-3,-4,0,1,0,0,-4,-4,-3,-3
Goblin,2,Humanoid,goblinoid,0,-1,15,7,2,8,14,10,10,8,8,-1.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,0,0,0,0,9,18.0,0.0,0.0,0.0,0.0,2,0.25,2,0,0,1,0,30.0,0.0,0,-1,-1,0,0.0,6,0.0,-1,-1,0.0,-1,0,0,-1,2,-1,0,0,-1,-1
Gold Dragon Wyrmling,3,Dragon,Gold Dragon,1,1,17,60,8,19,14,17,14,11,16,4.0,4.0,5.0,2.0,2.0,5.0,4.0,0,0,1,0,14,18.0,3.0,0.0,0.0,0.0,1,3.0,2,0,0,1,0,30.0,30.0,2,4,0,2,60.0,4,0.0,3,0,0.0,3,2,0,4,2,0,2,2,3,3
Gorgon,4,Monstrosity,Monstrosity,0,0,19,114,12,20,11,18,2,12,7,5.0,0.0,4.0,-4.0,1.0,-2.0,4.0,0,0,0,1,14,18.0,0.0,0.0,0.0,0.0,0,5.0,3,0,0,1,0,40.0,0.0,-4,4,1,-4,0.0,0,0.0,-2,1,0.0,-2,-4,0,5,0,1,-4,-4,-2,-2
Gray Ooze,3,Ooze,Oozes,0,0,8,22,3,12,6,16,1,6,2,1.0,-2.0,3.0,-5.0,-2.0,-4.0,-2.0,0,3,0,6,8,0.0,18.0,0.0,0.0,0.0,0,0.5,1,0,0,3,0,10.0,0.0,-5,-2,-2,-5,0.0,2,0.0,-4,-2,10.0,-4,-5,0,1,-2,-2,-5,-5,-4,-4
