name,hit_points,armor_class,wisdom_save,constitution_save,damage_resistances_count,damage_immunities_count,offensive_threat,max_damage_per_hit,intelligence_save,legendary_actions_count,charisma_save,hit_dice_count,dexterity_save,condition_immunities_count,passive_perception,special_abilities_count,charisma,skills.arcana,skills.stealth,constitution,cr
Nalfeshnee,184,18,6.0,11.0,6,1,192,32,9.0,0,7.0,16,0.0,1,11,1,15,4.0,0.0,22,13.0
Night Hag,112,17,2.0,3.0,5,0,52,13,3.0,0,3.0,15,2.0,1,16,6,16,3.0,6.0,16,5.0
Nightmare,68,13,1.0,3.0,0,1,26,13,0.0,0,2.0,8,2.0,0,11,2,15,0.0,2.0,16,3.0
Noble,9,15,2.0,0.0,0,0,5,5,1.0,0,3.0,2,1.0,0,12,0,16,1.0,1.0,11,0.125
Ochre Jelly,45,8,-2.0,2.0,1,2,9,9,-4.0,0,-5.0,6,-2.0,6,8,2,1,-4.0,-2.0,14,2.0
Octopus,3,12,0.0,0.0,0,0,2,1,-4.0,0,-3.0,1,2.0,0,12,3,4,-4.0,4.0,11,0.0
Ogre,59,11,-2.0,3.0,0,0,26,13,-3.0,0,-2.0,7,-1.0,0,8,0,7,-3.0,-1.0,16,2.0
Ogre Zombie,85,8,-2.0,4.0,0,1,13,13,-4.0,0,-3.0,9,-2.0,1,8,1,5,-4.0,-2.0,18,2.0
Oni,110,16,4.0,6.0,0,0,60,15,2.0,0,5.0,13,3.0,0,14,3,15,5.0,0.0,16,7.0
Orc,15,13,0.0,3.0,0,0,18,9,-2.0,0,0.0,2,1.0,0,10,1,10,-2.0,1.0,16,0.5
Otyugh,114,14,1.0,7.0,0,0,48,12,-2.0,0,-2.0,12,0.0,0,11,1,6,-2.0,0.0,19,5.0
Owl,1,11,1.0,-1.0,0,0,1,1,-4.0,0,-2.0,1,1.0,0,13,2,7,-4.0,3.0,8,0.0
Owlbear,59,13,1.0,3.0,0,0,42,14,-4.0,0,-2.0,7,1.0,0,13,1,7,-4.0,1.0,17,3.0
Panther,13,12,2.0,0.0,0,0,10,5,-4.0,0,-2.0,3,2.0,0,14,2,7,-4.0,6.0,10,0.25
Pegasus,59,12,4.0,3.0,0,0,11,11,0.0,0,3.0,7,4.0,0,16,0,13,0.0,2.0,16,2.0
Phase Spider,32,13,0.0,1.0,0,0,7,7,-2.0,0,-2.0,5,2.0,0,10,3,6,-2.0,6.0,12,3.0
Pit Fiend,300,19,10.0,13.0,4,2,120,24,6.0,0,7.0,24,8.0,1,14,4,24,6.0,2.0,24,20.0
Planetar,200,19,11.0,12.0,4,0,63,21,4.0,0,12.0,16,5.0,3,21,4,25,4.0,5.0,24,16.0
Plesiosaurus,68,13,1.0,3.0,0,0,14,14,-4.0,0,-3.0,8,2.0,0,13,1,5,-4.0,4.0,16,2.0
Poisonous Snake,2,13,0.0,0.0,0,0,1,1,-5.0,0,-4.0,1,3.0,0,10,0,3,-5.0,3.0,11,0.125
Polar Bear,42,12,1.0,3.0,0,0,36,12,-4.0,0,-2.0,5,0.0,0,13,1,7,-4.0,0.0,16,2.0
Pony,11,10,0.0,1.0,0,0,7,7,-4.0,0,-2.0,2,0.0,0,10,0,7,-4.0,0.0,13,0.125
Priest,27,13,3.0,1.0,0,0,3,3,1.0,0,1.0,5,0.0,0,13,2,13,1.0,0.0,12,2.0
Pseudodragon,7,13,1.0,1.0,0,0,8,4,0.0,0,0.0,2,2.0,0,13,4,10,0.0,4.0,13,0.25
Purple Worm,247,18,4.0,11.0,0,0,66,22,-5.0,0,-3.0,15,-2.0,0,9,1,4,-5.0,-2.0,22,15.0
Quasit,7,13,0.0,0.0,6,1,15,5,-2.0,0,0.0,3,3.0,1,10,3,10,-2.0,5.0,10,1.0
Quipper,1,13,-2.0,-1.0,0,0,1,1,-5.0,0,-4.0,1,3.0,0,8,2,2,-5.0,3.0,9,0.0
Rakshasa,110,16,3.0,4.0,0,3,18,9,1.0,0,5.0,13,3.0,0,13,2,20,1.0,3.0,18,13.0
Rat,1,10,0.0,-1.0,0,0,1,1,-4.0,0,-3.0,1,0.0,0,10,1,4,-4.0,0.0,9,0.0
Raven,1,12,1.0,-1.0,0,0,1,1,-4.0,0,-2.0,1,2.0,0,13,1,6,-4.0,2.0,8,0.0
Red Dragon Wyrmling,75,17,2.0,5.0,0,1,18,9,1.0,0,4.0,10,2.0,0,14,0,15,1.0,2.0,17,4.0
Reef Shark,22,12,0.0,1.0,0,0,6,6,-5.0,0,-3.0,4,1.0,0,12,2,4,-5.0,1.0,13,0.5
Remorhaz,195,17,0.0,5.0,0,2,80,40,-3.0,0,-3.0,17,1.0,0,10,1,5,-3.0,1.0,21,11.0
Rhinoceros,45,11,1.0,2.0,0,0,14,14,-4.0,0,-2.0,6,-1.0,0,11,1,6,-4.0,-1.0,15,2.0
Riding Horse,13,10,0.0,1.0,0,0,8,8,-4.0,0,-2.0,2,0.0,0,10,0,7,-4.0,0.0,12,0.25
Roc,248,15,4.0,9.0,0,0,81,27,-4.0,0,3.0,16,4.0,0,14,1,9,-4.0,0.0,20,11.0
Roper,93,20,3.0,3.0,0,0,88,22,-2.0,0,-2.0,11,-1.0,0,16,3,6,-2.0,5.0,17,5.0
Rug of Smothering,33,12,-4.0,0.0,0,2,0,0,-5.0,0,-5.0,6,2.0,7,6,3,1,-5.0,2.0,10,2.0
Rust Monster,27,14,1.0,1.0,0,0,10,5,-4.0,0,-2.0,5,1.0,0,11,2,6,-4.0,1.0,13,0.5
Saber-Toothed Tiger,52,12,1.0,2.0,0,0,24,12,-4.0,0,-1.0,7,2.0,0,13,2,8,-4.0,6.0,15,2.0
Sahuagin,22,12,1.0,1.0,0,0,16,4,1.0,0,-1.0,4,0.0,0,15,3,9,1.0,0.0,12,0.5
Salamander,90,15,0.0,2.0,3,1,33,11,0.0,0,1.0,12,2.0,0,10,2,12,0.0,2.0,15,5.0
Satyr,31,14,0.0,0.0,0,0,24,6,1.0,0,2.0,7,3.0,0,12,1,14,1.0,5.0,11,0.5
Scorpion,1,11,-1.0,-1.0,0,0,1,1,-5.0,0,-4.0,1,0.0,0,9,0,2,-5.0,0.0,8,0.0
Scout,16,13,1.0,1.0,0,0,18,6,0.0,0,0.0,3,2.0,0,15,1,11,0.0,6.0,12,0.5
Sea Hag,52,14,1.0,3.0,0,0,30,10,1.0,0,1.0,7,1.0,0,11,5,13,1.0,1.0,16,2.0
Sea Horse,1,11,0.0,-1.0,0,0,0,0,-5.0,0,-4.0,1,1.0,0,10,1,2,-5.0,1.0,8,0.0
Shadow,16,12,0.0,1.0,8,2,9,9,-2.0,0,-1.0,3,2.0,8,10,3,8,-2.0,4.0,13,0.5
Shambling Mound,136,15,0.0,3.0,2,1,39,13,-3.0,0,-3.0,16,-1.0,3,10,1,5,-3.0,2.0,16,5.0
Shield Guardian,142,17,0.0,4.0,0,1,22,11,-2.0,0,-4.0,15,-1.0,5,10,3,3,-2.0,-1.0,18,7.0
Shrieker,13,5,-4.0,0.0,0,0,0,0,-5.0,0,-5.0,3,-5.0,3,6,1,1,-5.0,-5.0,10,0.0
Silver Dragon Wyrmling,45,17,2.0,5.0,0,1,18,9,1.0,0,4.0,6,2.0,0,14,0,15,1.0,2.0,17,2.0
Skeleton,13,13,-1.0,2.0,1,0,10,5,-2.0,0,-3.0,2,2.0,2,9,0,5,-2.0,2.0,15,0.25
Solar,243,21,14.0,8.0,4,2,110,22,14.0,3,17.0,18,6.0,4,24,4,30,7.0,6.0,26,21.0
Specter,22,12,0.0,0.0,8,2,10,10,0.0,0,0.0,5,2.0,9,10,2,11,0.0,2.0,11,1.0
Spider,1,12,0.0,-1.0,0,0,1,1,-5.0,0,-4.0,1,2.0,0,12,3,2,-5.0,4.0,8,0.0
Spirit Naga,75,15,5.0,5.0,0,1,7,7,3.0,0,6.0,10,6.0,2,12,2,16,3.0,3.0,14,8.0
Sprite,2,15,1.0,0.0,0,0,4,1,2.0,0,0.0,1,4.0,0,13,0,11,2.0,8.0,10,0.25
Spy,27,12,2.0,0.0,0,0,15,5,1.0,0,3.0,6,2.0,0,16,2,16,1.0,4.0,10,1.0
Steam Mephit,21,10,0.0,0.0,0,2,6,2,0.0,0,1.0,6,0.0,1,10,2,12,0.0,0.0,10,0.25
Stirge,2,14,-1.0,0.0,0,0,5,5,-4.0,0,-2.0,1,3.0,0,9,0,6,-4.0,3.0,11,0.125
Stone Giant,126,17,4.0,8.0,0,0,84,28,0.0,0,-1.0,11,5.0,0,14,1,9,0.0,2.0,20,7.0
Stone Golem,178,17,0.0,5.0,0,5,57,19,-4.0,0,-5.0,17,-1.0,6,10,3,1,-4.0,-1.0,20,10.0
Storm Giant,230,16,9.0,10.0,1,2,140,35,3.0,0,9.0,20,2.0,0,19,2,18,8.0,2.0,20,13.0
Succubus/Incubus,66,15,1.0,1.0,7,0,24,6,2.0,0,5.0,12,3.0,0,15,2,20,2.0,7.0,13,4.0
Swarm of Bats,22,12,1.0,0.0,3,0,5,5,-4.0,0,-3.0,5,2.0,8,11,3,4,-4.0,2.0,10,0.25
Swarm of Beetles,22,12,-2.0,0.0,3,0,10,10,-5.0,0,-5.0,5,1.0,8,8,1,1,-5.0,1.0,10,0.5
Swarm of Centipedes,22,12,-2.0,0.0,3,0,10,10,-5.0,0,-5.0,5,1.0,8,8,1,1,-5.0,1.0,10,0.5
Swarm of Insects,22,12,-2.0,0.0,3,0,10,10,-5.0,0,-5.0,5,1.0,8,8,1,1,-5.0,1.0,10,0.5
Swarm of Poisonous Snakes,36,14,0.0,0.0,3,0,7,7,-5.0,0,-4.0,8,4.0,8,10,1,3,-5.0,4.0,11,2.0
Swarm of Quippers,28,13,-2.0,-1.0,3,0,14,14,-5.0,0,-4.0,8,3.0,8,8,3,2,-5.0,3.0,9,1.0
Swarm of Rats,24,10,0.0,-1.0,3,0,7,7,-4.0,0,-4.0,7,0.0,8,10,2,3,-4.0,0.0,9,0.25
Swarm of Ravens,24,12,1.0,-1.0,3,0,7,7,-4.0,0,-2.0,7,2.0,8,15,1,6,-4.0,2.0,8,0.25
Swarm of Spiders,22,12,-2.0,0.0,3,0,10,10,-5.0,0,-5.0,5,1.0,7,8,4,1,-5.0,1.0,10,0.5
Swarm of Wasps,22,12,-2.0,0.0,3,0,10,10,-5.0,0,-5.0,5,1.0,8,8,1,1,-5.0,1.0,10,0.5
Tarrasque,676,25,9.0,10.0,0,5,252,36,5.0,3,9.0,33,0.0,4,10,4,11,-4.0,0.0,30,30.0
Thug,32,11,0.0,2.0,0,0,15,5,0.0,0,0.0,5,0.0,0,10,1,11,0.0,0.0,14,0.5
Tiger,37,12,1.0,2.0,0,0,16,8,-4.0,0,-1.0,5,2.0,0,13,2,8,-4.0,6.0,14,1.0
Treant,138,16,3.0,5.0,2,0,112,28,1.0,0,1.0,12,-1.0,0,13,2,12,1.0,-1.0,21,9.0
Tribal Warrior,11,12,0.0,1.0,0,0,4,4,-1.0,0,-1.0,2,0.0,0,10,1,8,-1.0,0.0,12,0.125
Triceratops,95,13,0.0,3.0,0,0,48,24,-4.0,0,-3.0,10,-1.0,0,10,1,5,-4.0,-1.0,17,5.0
Troll,84,15,-1.0,5.0,0,0,33,11,-2.0,0,-2.0,8,1.0,0,12,3,7,-2.0,1.0,20,5.0
Tyrannosaurus Rex,136,13,1.0,4.0,0,0,99,33,-4.0,0,-1.0,13,0.0,0,14,0,9,-4.0,0.0,19,8.0
Unicorn,67,12,3.0,2.0,0,1,55,11,0.0,3,3.0,9,2.0,3,13,4,16,0.0,2.0,15,5.0
Vampire,144,16,7.0,4.0,4,0,40,8,3.0,3,9.0,17,9.0,0,17,6,18,3.0,9.0,18,13.0
Vampire Spawn,82,15,3.0,3.0,4,0,24,8,0.0,0,1.0,11,6.0,0,13,3,12,0.0,6.0,16,5.0
Veteran,58,17,0.0,2.0,0,0,28,7,0.0,0,0.0,9,1.0,0,12,0,10,0.0,1.0,14,3.0
Violet Fungus,18,5,-4.0,0.0,0,0,8,4,-5.0,0,-5.0,4,-5.0,3,6,1,1,-5.0,-5.0,10,0.25
Vrock,104,15,4.0,4.0,6,1,84,14,-1.0,0,2.0,11,5.0,1,11,1,8,-1.0,2.0,18,6.0
Vulture,5,10,1.0,1.0,0,0,2,2,-4.0,0,-3.0,1,0.0,0,13,2,4,-4.0,0.0,13,0.0
Warhorse,19,11,1.0,1.0,0,0,11,11,-4.0,0,-2.0,3,1.0,0,11,1,7,-4.0,1.0,13,0.5
Warhorse Skeleton,22,13,-1.0,2.0,0,1,11,11,-4.0,0,-3.0,3,1.0,2,9,0,5,-4.0,1.0,15,0.5
Water Elemental,114,14,0.0,4.0,4,1,39,13,-3.0,0,-1.0,12,2.0,8,10,2,8,-3.0,2.0,18,5.0
Weasel,1,13,1.0,-1.0,0,0,1,1,-4.0,0,-4.0,1,3.0,0,13,1,3,-4.0,5.0,8,0.0
Werebear,135,10,1.0,3.0,0,3,60,15,0.0,0,1.0,18,0.0,0,17,2,12,0.0,0.0,17,5.0
Wereboar,78,10,0.0,2.0,0,3,30,10,0.0,0,-1.0,12,0.0,0,12,3,8,0.0,0.0,15,4.0
Wererat,33,12,0.0,1.0,0,3,20,5,0.0,0,-1.0,6,2.0,0,12,2,8,0.0,4.0,12,2.0
Weretiger,120,12,1.0,3.0,0,3,40,8,0.0,0,0.0,16,2.0,0,15,3,11,0.0,4.0,16,4.0
Werewolf,58,11,0.0,2.0,0,3,28,7,0.0,0,0.0,9,1.0,0,14,2,10,0.0,1.0,14,3.0
White Dragon Wyrmling,32,16,2.0,4.0,0,1,14,7,-3.0,0,2.0,5,2.0,0,14,0,11,-3.0,2.0,14,2.0
Wight,45,14,1.0,3.0,0,4,24,6,0.0,0,2.0,6,2.0,1,13,1,15,0.0,4.0,16,3.0
Will-o'-Wisp,22,19,2.0,0.0,8,2,18,9,1.0,0,0.0,9,9.0,7,12,4,11,1.0,9.0,10,2.0
Winter Wolf,75,13,1.0,2.0,0,1,22,11,-2.0,0,-1.0,10,1.0,0,15,3,8,-2.0,3.0,14,3.0
Wolf,11,13,1.0,1.0,0,0,7,7,-4.0,0,-2.0,2,2.0,0,13,2,6,-4.0,4.0,12,0.25
Worg,26,13,0.0,1.0,0,0,10,10,-2.0,0,-1.0,4,1.0,0,14,1,8,-2.0,1.0,13,0.5
Wraith,67,13,2.0,3.0,8,2,42,21,1.0,0,2.0,9,3.0,8,12,2,15,1.0,3.0,16,5.0
Wyvern,110,13,1.0,3.0,0,0,52,13,-3.0,0,-2.0,13,0.0,0,14,0,6,-3.0,0.0,16,6.0
Xorn,73,19,0.0,6.0,2,0,39,13,0.0,0,0.0,7,0.0,0,16,3,11,0.0,3.0,22,5.0
Young Black Dragon,127,18,3.0,6.0,0,1,60,15,1.0,0,5.0,15,5.0,0,16,1,15,1.0,5.0,17,7.0
Young Blue Dragon,152,18,5.0,8.0,0,1,64,16,2.0,0,7.0,16,4.0,0,19,0,17,2.0,4.0,19,9.0
Young Brass Dragon,110,17,3.0,6.0,0,1,60,15,1.0,0,5.0,13,3.0,0,16,0,15,1.0,3.0,17,6.0
Young Bronze Dragon,142,18,4.0,7.0,0,1,64,16,2.0,0,6.0,15,3.0,0,17,1,17,2.0,3.0,19,8.0
Young Copper Dragon,119,17,4.0,6.0,0,1,60,15,3.0,0,5.0,14,4.0,0,17,0,15,3.0,4.0,17,7.0
Young Gold Dragon,178,18,5.0,9.0,0,1,68,17,3.0,0,9.0,17,6.0,0,19,1,20,3.0,6.0,21,10.0
Young Green Dragon,136,18,4.0,6.0,0,1,60,15,3.0,0,5.0,16,4.0,1,17,1,15,3.0,4.0,17,8.0
Young Red Dragon,178,18,4.0,9.0,0,1,68,17,2.0,0,8.0,17,4.0,0,18,0,19,2.0,4.0,21,10.0
Young Silver Dragon,168,18,4.0,9.0,0,1,68,17,2.0,0,8.0,16,4.0,0,18,0,19,6.0,4.0,21,9.0
Young White Dragon,133,17,3.0,7.0,0,1,60,15,-2.0,0,4.0,14,3.0,0,16,1,12,-2.0,3.0,18,6.0
Zombie,22,8,-2.0,3.0,0,0,4,4,-4.0,0,-3.0,3,-2.0,1,8,1,5,-4.0,-2.0,16,0.25
"Aboleth, Nihilith",135,17,6.0,6.0,7,6,90,15,8.0,3,4.0,18,-1.0,9,20,6,18,4.0,-1.0,15,12.0
Nihilethic Zombie,22,9,-2.0,3.0,3,6,16,4,-4.0,0,-3.0,3,-2.0,1,8,2,5,-4.0,-2.0,16,1.0
Abominable Beauty,187,18,3.0,8.0,0,1,28,7,3.0,0,12.0,22,8.0,0,17,1,26,3.0,4.0,18,11.0
Accursed Defiler,75,12,2.0,3.0,4,1,33,11,-2.0,0,2.0,10,2.0,4,14,2,14,-2.0,4.0,17,4.0
Ala,127,17,3.0,4.0,0,3,56,14,0.0,0,-1.0,15,3.0,1,19,3,8,0.0,6.0,18,8.0
Algorith,136,18,7.0,8.0,3,1,124,31,1.0,0,8.0,16,6.0,6,17,2,18,1.0,2.0,19,10.0
Alseid,49,14,3.0,1.0,0,0,12,6,-1.0,0,-1.0,9,3.0,0,15,1,8,-1.0,5.0,12,0.5
Alseid Grovekeeper,71,15,3.0,1.0,0,0,12,6,-1.0,0,-1.0,13,3.0,0,15,2,8,-1.0,5.0,12,3.0
Amphiptere,60,15,3.0,3.0,0,0,21,7,-4.0,0,-2.0,8,4.0,0,15,2,6,-4.0,4.0,17,3.0
Andrenjinyi,228,18,9.0,12.0,4,1,216,36,0.0,0,11.0,13,3.0,0,19,4,23,5.0,3.0,25,15.0
Angatra,85,17,1.0,4.0,4,1,20,10,-1.0,0,2.0,10,5.0,4,14,2,15,-1.0,8.0,18,6.0
"Angel, Chained",88,16,7.0,1.0,1,2,33,11,1.0,0,8.0,16,6.0,0,17,1,20,1.0,3.0,12,8.0
Fidele Angel,104,16,6.0,5.0,6,2,60,12,5.0,0,7.0,16,7.0,3,16,7,18,2.0,4.0,14,5.0
Angler Worm,133,14,2.0,3.0,0,1,52,13,-4.0,0,-5.0,14,-3.0,5,12,3,1,-4.0,-3.0,16,4.0
Giant Ant,52,14,-1.0,2.0,0,0,18,6,-5.0,0,-4.0,7,1.0,0,9,1,2,-5.0,1.0,15,2.0
Giant Ant Queen,85,15,0.0,3.0,0,0,21,7,-4.0,0,-3.0,10,1.0,0,10,2,4,-4.0,1.0,16,4.0
Anubian,44,13,1.0,1.0,3,1,18,6,0.0,0,0.0,8,3.0,8,11,3,10,0.0,5.0,12,2.0
Arboreal Grappler,90,14,0.0,3.0,0,0,30,10,-2.0,0,-2.0,12,3.0,0,10,2,6,-2.0,5.0,16,3.0
Aridni,82,15,0.0,2.0,0,0,24,8,1.0,0,3.0,15,8.0,0,13,3,16,1.0,11.0,14,5.0
Asanbosam,102,14,0.0,3.0,0,0,60,20,0.0,0,-3.0,12,1.0,0,13,2,5,0.0,4.0,17,5.0
Azza Gremlin,7,14,1.0,0.0,0,2,3,3,1.0,0,0.0,2,4.0,0,11,1,10,1.0,4.0,10,0.25
"Baba Yaga's Horsemen, Black Night",171,20,8.0,5.0,3,3,48,12,3.0,0,4.0,18,4.0,3,18,5,18,7.0,0.0,21,11.0
"Baba Yaga's Horsemen, Bright Day",171,20,8.0,5.0,5,2,48,12,3.0,0,4.0,18,4.0,3,18,4,18,7.0,0.0,21,11.0
"Baba Yaga's Horsemen, Red Sun",171,20,8.0,5.0,3,3,48,12,3.0,0,4.0,18,4.0,6,18,4,18,7.0,0.0,21,11.0
Bagiennik,75,15,3.0,3.0,0,0,54,18,-1.0,0,0.0,10,4.0,0,15,1,11,-1.0,4.0,16,3.0
Bastet Temple Cat,40,14,3.0,1.0,0,0,36,9,1.0,0,4.0,9,4.0,0,15,3,18,1.0,6.0,12,1.0
Bearfolk,45,14,1.0,3.0,0,0,44,11,-1.0,0,-1.0,6,2.0,0,11,2,9,-1.0,2.0,16,3.0
Behtu,52,14,0.0,3.0,3,0,24,6,1.0,0,-2.0,8,5.0,0,10,0,7,1.0,5.0,16,2.0
Beli,45,15,0.0,1.0,0,1,10,5,-1.0,0,2.0,10,5.0,0,14,4,14,-1.0,5.0,12,2.0
Bereginyas,70,15,1.0,1.0,0,1,27,9,1.0,0,0.0,20,7.0,0,15,0,11,1.0,9.0,12,4.0
Blemmyes,168,15,1.0,5.0,0,0,108,27,-2.0,0,-3.0,16,1.0,0,11,1,5,-2.0,1.0,20,8.0
Boloti,63,15,1.0,2.0,0,0,14,7,1.0,0,0.0,14,5.0,0,13,3,11,1.0,7.0,14,1.0
Bone Collective,120,17,0.0,4.0,3,2,285,57,2.0,0,3.0,16,8.0,2,13,3,16,5.0,11.0,18,8.0
Bone Crab,33,13,1.0,2.0,1,0,27,9,-5.0,0,-3.0,6,2.0,0,13,4,4,-5.0,4.0,14,0.5
Bone Swarm,198,17,6.0,0.0,2,1,93,31,-1.0,0,9.0,36,8.0,8,16,2,20,-1.0,8.0,10,10.0
Bouda,93,15,1.0,7.0,5,2,52,13,4.0,0,6.0,11,5.0,3,14,3,15,0.0,5.0,18,5.0
Broodiken,55,13,0.0,3.0,3,1,14,7,-4.0,0,-2.0,10,2.0,6,14,3,6,-4.0,6.0,16,1.0
Bucca,27,14,-1.0,3.0,0,0,5,5,1.0,0,3.0,5,3.0,0,11,3,16,1.0,7.0,17,0.5
Bukavac,199,16,2.0,8.0,0,1,105,21,-2.0,0,1.0,21,7.0,0,20,2,12,-2.0,11.0,18,9.0
Buraq,152,17,8.0,9.0,4,0,33,11,4.0,0,9.0,16,4.0,3,14,4,20,4.0,4.0,20,11.0
Burrowling,27,13,1.0,1.0,0,0,24,6,-1.0,0,1.0,6,3.0,0,13,2,13,-1.0,3.0,12,0.5
Cactid,76,14,0.0,4.0,2,0,30,10,-2.0,0,-1.0,8,-1.0,2,10,1,9,-2.0,-1.0,18,3.0
Cambium,264,19,8.0,11.0,0,1,168,21,8.0,0,9.0,23,8.0,2,18,1,18,8.0,8.0,23,14.0
Carrion Beetle,127,15,1.0,3.0,0,0,40,10,-5.0,0,0.0,15,1.0,1,11,0,10,-5.0,1.0,17,4.0
Cavelight Moss,95,15,1.0,4.0,4,0,66,33,-5.0,0,-3.0,10,0.0,7,11,1,5,-5.0,0.0,18,4.0
Chelicerae,153,16,5.0,3.0,0,1,51,17,2.0,0,5.0,18,6.0,2,15,4,14,2.0,6.0,17,7.0
Chernomoi,32,13,0.0,4.0,3,0,14,7,1.0,0,3.0,5,4.0,0,12,1,16,1.0,6.0,18,1.0
Child Of The Briar,50,13,0.0,0.0,0,0,30,6,1.0,0,2.0,20,3.0,0,14,1,14,1.0,7.0,11,1.0
Chronalmental,152,17,1.0,4.0,0,4,64,16,-1.0,0,-2.0,16,5.0,5,11,1,6,-1.0,5.0,19,8.0
Cikavak,17,12,1.0,0.0,3,0,7,7,1.0,0,-3.0,7,2.0,0,15,1,4,1.0,9.0,10,0.125
Clockwork Abomination,76,16,0.0,7.0,6,1,60,15,0.0,0,1.0,8,4.0,6,13,4,12,0.0,4.0,18,5.0
Clockwork Beetle,15,14,1.0,0.0,0,2,6,6,-3.0,0,-2.0,6,5.0,6,11,2,7,-3.0,5.0,10,0.5
Clockwork Beetle Swarm,52,14,1.0,1.0,3,3,17,17,-3.0,0,-2.0,8,3.0,7,11,1,7,-3.0,3.0,12,3.0
Clockwork Hound,71,12,0.0,4.0,0,2,48,16,-5.0,0,-5.0,11,4.0,6,14,3,1,-5.0,2.0,14,2.0
Clockwork Huntsman,110,14,0.0,1.0,0,2,28,7,-3.0,0,-5.0,20,4.0,6,14,2,1,-3.0,2.0,12,3.0
Clockwork Myrmidon,153,16,0.0,3.0,0,2,84,14,0.0,0,-5.0,18,5.0,6,16,2,1,0.0,2.0,16,6.0
Clockwork Watchman,55,14,0.0,3.0,0,2,21,7,-3.0,0,-5.0,10,1.0,6,14,2,1,-3.0,1.0,12,0.5
Weaving Spider,25,15,-1.0,0.0,0,1,40,10,-1.0,0,-1.0,10,3.0,7,14,2,8,-1.0,3.0,10,1.0
Clurichaun,22,14,-1.0,5.0,0,0,6,3,0.0,0,3.0,4,1.0,2,11,3,16,0.0,3.0,16,0.25
Cobbleswarm,36,15,1.0,0.0,3,0,10,10,-3.0,0,-3.0,8,0.0,6,11,4,5,-3.0,0.0,11,2.0
Corpse Mound,207,16,4.0,9.0,1,1,120,30,3.0,0,-1.0,18,0.0,4,10,3,8,-1.0,0.0,21,11.0
Dau,49,13,3.0,2.0,0,0,18,6,2.0,0,3.0,9,3.0,0,15,2,16,2.0,5.0,14,4.0
Death Butterfly Swarm,60,15,1.0,0.0,3,0,44,22,-5.0,0,2.0,11,1.0,7,11,3,15,-5.0,1.0,10,4.0
Greater Death Butterfly Swarm,84,15,2.0,0.0,3,0,48,24,-5.0,0,1.0,13,3.0,7,12,3,12,-5.0,3.0,10,6.0
Deathwisp,82,15,6.0,6.0,8,2,72,36,4.0,0,5.0,11,8.0,8,16,5,20,4.0,8.0,16,7.0
Deep One,91,13,-1.0,4.0,1,0,12,12,0.0,0,3.0,14,1.0,0,9,4,12,0.0,1.0,14,2.0
Deep One Hybrid Priest,120,14,3.0,5.0,1,0,11,11,1.0,0,4.0,16,2.0,0,13,6,15,1.0,2.0,16,4.0
Deep One Archimandrite,153,15,6.0,3.0,2,0,42,14,1.0,0,7.0,18,5.0,0,16,6,19,4.0,2.0,17,8.0
Apau Perape,95,16,4.0,7.0,6,1,56,14,0.0,0,2.0,10,7.0,2,14,3,15,0.0,7.0,19,6.0
Berstuc,157,18,6.0,5.0,5,2,42,14,1.0,0,8.0,15,0.0,1,12,4,19,1.0,4.0,20,11.0
Kishi Demon,119,18,3.0,7.0,7,1,36,12,2.0,0,6.0,14,8.0,1,13,5,22,2.0,5.0,19,8.0
Malakbel,102,14,7.0,4.0,5,3,72,18,1.0,0,5.0,12,7.0,2,17,3,20,1.0,3.0,19,9.0
Psoglav Demon,115,17,7.0,8.0,2,2,54,18,3.0,0,7.0,11,9.0,1,16,3,18,3.0,9.0,20,7.0
Rubezahl,110,15,5.0,6.0,5,3,72,18,0.0,0,4.0,17,6.0,2,15,4,18,0.0,2.0,14,10.0
Skin Bat,14,13,1.0,0.0,0,1,5,5,-4.0,0,-2.0,4,3.0,1,13,1,6,-4.0,3.0,10,0.5
Derro Fetal Savant,2,15,3.0,-2.0,0,1,0,0,-2.0,0,7.0,4,-5.0,2,13,3,20,-2.0,-5.0,6,4.0
Derro Shadow Antipaladin,82,18,-3.0,4.0,0,0,36,9,0.0,0,5.0,11,4.0,0,10,6,14,0.0,7.0,18,5.0
Arbeyach,275,17,12.0,14.0,5,2,60,15,4.0,3,14.0,22,12.0,4,22,7,25,4.0,12.0,25,21.0
Spawn Of Arbeyach,78,17,4.0,2.0,0,1,33,11,0.0,0,1.0,12,2.0,1,14,2,12,0.0,5.0,15,5.0
Ia'affrat,170,17,9.0,8.0,0,5,63,21,5.0,0,11.0,20,10.0,8,19,5,23,10.0,5.0,16,15.0
Automata Devil,168,17,6.0,9.0,4,2,108,18,0.0,0,8.0,16,7.0,1,12,3,19,0.0,3.0,20,10.0
Chort Devil,187,18,5.0,12.0,3,3,48,12,8.0,0,9.0,15,9.0,1,19,3,20,4.0,5.0,26,12.0
Crystalline Devil,102,15,4.0,4.0,5,2,44,11,2.0,0,4.0,12,1.0,1,11,5,15,2.0,1.0,18,6.0
Gilded Devil,112,16,7.0,6.0,4,2,60,10,2.0,0,6.0,15,2.0,1,14,5,17,2.0,2.0,17,7.0
Ink Devil,54,14,-1.0,1.0,4,2,70,14,5.0,0,4.0,12,6.0,1,9,3,18,9.0,8.0,12,2.0
Koralk (Harvester Devil),136,15,4.0,7.0,4,2,76,19,0.0,0,5.0,16,1.0,1,10,3,13,0.0,1.0,17,11.0
