name,size_numeric,type,sub_race,ethics,morale,armor_class,hit_points,hit_dice_count,strength,dexterity,constitution,intelligence,wisdom,charisma,strength_save,dexterity_save,constitution_save,intelligence_save,wisdom_save,charisma_save,perception,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,passive_perception,sense_darkvision_m,sense_blindsight_m,sense_tremorsense_m,sense_truesight_m,lang_telepathy_m,languages_count,cr,actions_count,reactions_count,legendary_actions_count,special_abilities_count,spell_list_count,speed.walk,speed.swim,skills.history,skills.perception,skills.medicine,skills.religion,speed.fly,skills.stealth,speed.burrow,skills.persuasion,skills.insight,speed.climb,skills.deception,skills.arcana,speed.hover,skills.athletics,skills.acrobatics,skills.survival,skills.investigation,skills.nature,skills.intimidation,skills.performance,speed.lightwalking
Drow,3,Humanoid,elf,0,-1,15,13,3,10,14,10,11,11,12,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,12,36.0,0.0,0.0,0.0,0.0,2,0.25,2,0,0,3,3,30.0,,,2.0,,,,4.0,,,,,,,,,,,,,,,
Druid,3,Humanoid,Humanoid,0,0,11,27,5,10,12,13,12,15,11,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,1,2.0,1,0,0,1,9,30.0,,,4.0,4.0,,,,,,,,,,,,,,,3.0,,,
Dryad,3,Fey,Fey,0,0,11,22,5,10,12,11,14,15,18,0.0,1.0,0.0,2.0,2.0,4.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,2,1.0,2,0,0,4,6,30.0,,,4.0,,,,5.0,,,,,,,,,,,,,,,
Duergar,3,Humanoid,dwarf,1,-1,16,26,4,14,11,14,11,10,9,2.0,0.0,2.0,0.0,0.0,-1.0,0.0,0,1,0,0,10,36.0,0.0,0.0,0.0,0.0,2,1.0,4,0,0,2,0,25.0,,,,,,,,,,,,,,,,,,,,,,
Dust Mephit,2,Elemental,Mephits,0,-1,12,17,5,5,14,10,9,11,10,-3.0,2.0,0.0,-1.0,0.0,0.0,2.0,-1,0,1,1,12,18.0,0.0,0.0,0.0,0.0,2,0.5,3,0,0,2,1,30.0,,,2.0,,,30.0,4.0,,,,,,,,,,,,,,,
Eagle,2,Beast,Beast,0,0,12,3,1,6,15,10,2,14,7,-2.0,2.0,0.0,-4.0,2.0,-2.0,4.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,10.0,,,4.0,,,60.0,,,,,,,,,,,,,,,,
Earth Elemental,4,Elemental,Elementals,0,0,17,126,12,20,8,20,5,10,5,5.0,-1.0,5.0,-3.0,0.0,-3.0,0.0,-1,3,1,5,10,18.0,0.0,18.0,0.0,0.0,1,5.0,2,0,0,2,0,30.0,,,,,,,,30.0,,,,,,,,,,,,,,
Efreeti,4,Elemental,Genies,1,-1,17,200,16,22,12,24,16,15,16,6.0,1.0,7.0,7.0,6.0,7.0,2.0,0,0,1,0,12,36.0,0.0,0.0,0.0,0.0,1,11.0,3,0,0,3,9,40.0,,,,,,60.0,,,,,,,,,,,,,,,,
Elephant,5,Beast,Beast,0,0,12,76,8,22,9,17,3,11,6,6.0,-1.0,3.0,-4.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,4.0,2,0,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Elk,4,Beast,Beast,0,0,10,13,2,16,10,12,2,10,6,3.0,0.0,1.0,-4.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,0.25,2,0,0,1,0,50.0,,,,,,,,,,,,,,,,,,,,,,
Erinyes,3,Fiend,Devils,1,-1,18,153,18,18,16,18,14,14,18,4.0,7.0,8.0,2.0,6.0,8.0,2.0,0,4,2,1,12,0.0,0.0,0.0,36.0,36.0,2,12.0,4,1,0,2,0,30.0,,,,,,60.0,,,,,,,,,,,,,,,,
Ettercap,3,Monstrosity,Monstrosity,0,-1,13,44,8,14,15,13,7,12,8,2.0,2.0,1.0,-2.0,1.0,-1.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,0,2.0,5,0,0,3,0,30.0,,,3.0,,,,4.0,,,,30.0,,,,,,3.0,,,,,
Ettin,4,Giant,Giant,-1,-1,12,85,10,21,8,17,6,10,8,5.0,-1.0,3.0,-2.0,0.0,-1.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,2,4.0,3,0,0,2,0,40.0,,,4.0,,,,,,,,,,,,,,,,,,,
Fire Elemental,4,Elemental,Elementals,0,0,13,102,12,10,17,16,6,10,7,0.0,3.0,3.0,-2.0,0.0,-2.0,0.0,0,3,2,8,10,18.0,0.0,0.0,0.0,0.0,1,5.0,2,0,0,3,0,50.0,,,,,,,,,,,,,,,,,,,,,,
Fire Giant,5,Giant,Giants,1,-1,18,162,13,25,9,23,10,14,13,7.0,3.0,10.0,0.0,2.0,5.0,6.0,0,0,1,0,16,0.0,0.0,0.0,0.0,0.0,1,9.0,3,0,0,0,0,30.0,,,6.0,,,,,,,,,,,,11.0,,,,,,,
Flesh Golem,3,Construct,Golems,0,0,9,93,11,19,9,18,6,10,5,4.0,-1.0,4.0,-2.0,0.0,-3.0,0.0,0,0,5,6,10,18.0,0.0,0.0,0.0,0.0,1,5.0,2,0,0,6,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Flying Snake,1,Beast,Beast,0,0,14,5,2,4,18,11,2,12,5,-3.0,4.0,0.0,-4.0,1.0,-3.0,1.0,0,0,0,0,11,0.0,3.0,0.0,0.0,0.0,0,0.125,1,0,0,1,0,30.0,30.0,,,,,60.0,,,,,,,,,,,,,,,,
Flying Sword,2,Construct,Animated Objects,0,0,17,17,5,12,15,11,1,5,1,1.0,4.0,0.0,-5.0,-3.0,-5.0,-3.0,0,0,2,7,7,0.0,18.0,0.0,0.0,0.0,0,0.25,1,0,0,2,0,0.0,,,,,,50.0,,,,,,,,True,,,,,,,,
Frog,1,Beast,Beast,0,0,11,1,1,1,13,8,1,8,3,-5.0,1.0,-1.0,-5.0,-1.0,-4.0,1.0,0,0,0,0,11,9.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,0,20.0,20.0,,1.0,,,,3.0,,,,,,,,,,,,,,,
Frost Giant,5,Giant,Giants,0,-1,15,138,12,23,9,21,9,10,12,6.0,-1.0,8.0,-1.0,3.0,4.0,3.0,0,0,1,0,13,0.0,0.0,0.0,0.0,0.0,1,8.0,3,0,0,0,0,40.0,,,3.0,,,,,,,,,,,,9.0,,,,,,,
Gargoyle,3,Elemental,Elemental,-1,-1,15,52,7,15,11,16,6,11,7,2.0,0.0,3.0,-2.0,0.0,-2.0,0.0,0,3,1,3,10,18.0,0.0,0.0,0.0,0.0,1,2.0,3,0,0,1,0,30.0,,,,,,60.0,,,,,,,,,,,,,,,,
Gelatinous Cube,4,Ooze,Oozes,0,0,6,84,8,14,3,20,1,6,1,2.0,-4.0,5.0,-5.0,-2.0,-5.0,-2.0,0,0,0,6,8,0.0,18.0,0.0,0.0,0.0,0,2.0,2,0,0,2,0,15.0,,,,,,,,,,,,,,,,,,,,,,
Ghast,3,Undead,Ghouls,-1,-1,13,36,8,16,17,10,11,10,8,3.0,3.0,0.0,0.0,0.0,-1.0,0.0,0,1,1,3,10,18.0,0.0,0.0,0.0,0.0,1,2.0,2,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Ghost,3,Undead,Undead,0,0,11,45,10,7,13,10,10,12,17,-2.0,1.0,0.0,0.0,1.0,3.0,1.0,0,7,3,9,11,18.0,0.0,0.0,0.0,0.0,1,4.0,4,0,0,2,0,0.0,,,,,,40.0,,,,,,,,True,,,,,,,,
Ghoul,3,Undead,Ghouls,-1,-1,12,22,5,13,15,10,7,10,6,1.0,2.0,0.0,-2.0,0.0,-2.0,0.0,0,0,1,3,10,18.0,0.0,0.0,0.0,0.0,1,1.0,2,0,0,0,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Giant Ape,5,Beast,Beast,0,0,12,157,15,23,14,18,7,12,7,6.0,2.0,4.0,-2.0,1.0,-2.0,4.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0,7.0,3,0,0,0,0,40.0,,,4.0,,,,,,,,40.0,,,,9.0,,,,,,,
Giant Badger,3,Beast,Beast,0,0,10,13,2,13,10,15,2,12,5,1.0,0.0,2.0,-4.0,1.0,-3.0,1.0,0,0,0,0,11,9.0,0.0,0.0,0.0,0.0,0,0.25,3,0,0,1,0,30.0,,,,,,,,10.0,,,,,,,,,,,,,,
Giant Bat,4,Beast,Beast,0,0,13,22,4,15,16,11,2,12,6,2.0,3.0,0.0,-4.0,1.0,-2.0,1.0,0,0,0,0,11,0.0,18.0,0.0,0.0,0.0,0,0.25,1,0,0,2,0,10.0,,,,,,60.0,,,,,,,,,,,,,,,,
Giant Boar,4,Beast,Beast,0,0,12,42,5,17,10,16,2,7,5,3.0,0.0,3.0,-4.0,-2.0,-3.0,-2.0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,2.0,1,0,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Giant Centipede,2,Beast,Beast,0,0,13,4,1,5,14,12,1,7,3,-3.0,2.0,1.0,-5.0,-2.0,-4.0,-2.0,0,0,0,0,8,0.0,9.0,0.0,0.0,0.0,0,0.25,1,0,0,0,0,30.0,,,,,,,,,,,30.0,,,,,,,,,,,
Giant Constrictor Snake,5,Beast,Beast,0,0,12,60,8,19,14,12,1,10,3,4.0,2.0,1.0,-5.0,0.0,-4.0,2.0,0,0,0,0,12,0.0,3.0,0.0,0.0,0.0,0,2.0,2,0,0,0,0,30.0,30.0,,2.0,,,,,,,,,,,,,,,,,,,
Giant Crab,3,Beast,Beast,0,0,15,13,3,13,15,11,1,9,3,1.0,2.0,0.0,-5.0,-1.0,-4.0,-1.0,0,0,0,0,9,0.0,9.0,0.0,0.0,0.0,0,0.125,1,0,0,1,0,30.0,30.0,,,,,,4.0,,,,,,,,,,,,,,,
Giant Crocodile,5,Beast,Beast,0,0,14,85,9,21,9,17,2,10,7,5.0,-1.0,3.0,-4.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,5.0,3,0,0,1,0,30.0,50.0,,,,,,5.0,,,,,,,,,,,,,,,
Giant Eagle,4,Beast,Beast,0,1,13,26,4,16,17,13,8,14,10,3.0,3.0,1.0,-1.0,2.0,0.0,4.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,3,1.0,3,0,0,1,0,10.0,,,4.0,,,80.0,,,,,,,,,,,,,,,,
Giant Elk,5,Beast,Beast,0,0,15,42,5,19,16,14,7,14,10,4.0,3.0,2.0,-2.0,2.0,0.0,4.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,4,2.0,2,0,0,1,0,60.0,,,4.0,,,,,,,,,,,,,,,,,,,
Giant Fire Beetle,2,Beast,Beast,0,0,13,4,1,8,10,12,1,7,3,-1.0,0.0,1.0,-5.0,-2.0,-4.0,-2.0,0,0,0,0,8,0.0,9.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Giant Frog,3,Beast,Beast,0,0,11,18,4,12,13,11,2,10,3,1.0,1.0,0.0,-4.0,0.0,-4.0,2.0,0,0,0,0,12,9.0,0.0,0.0,0.0,0.0,0,0.25,2,0,0,2,0,30.0,30.0,,2.0,,,,3.0,,,,,,,,,,,,,,,
Giant Goat,4,Beast,Beast,0,0,11,19,3,17,11,12,3,12,6,3.0,0.0,1.0,-4.0,1.0,-2.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0.5,1,0,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Giant Hyena,4,Beast,Beast,0,0,12,45,6,16,14,14,2,12,7,3.0,2.0,2.0,-4.0,1.0,-2.0,3.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0,0,1,0,50.0,,,3.0,,,,,,,,,,,,,,,,,,,
Giant Lizard,4,Beast,Beast,0,0,12,19,3,15,12,13,2,10,5,2.0,1.0,1.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,9.0,0.0,0.0,0.0,0.0,0,0.25,1,0,0,2,0,30.0,,,,,,,,,,,30.0,,,,,,,,,,,
Giant Octopus,4,Beast,Beast,0,0,11,52,8,17,13,13,4,10,4,3.0,1.0,1.0,-3.0,0.0,-3.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,0,1.0,2,0,0,3,0,10.0,60.0,,4.0,,,,5.0,,,,,,,,,,,,,,,
Giant Owl,4,Beast,Beast,0,0,12,19,3,13,15,12,8,13,10,1.0,2.0,1.0,-1.0,1.0,0.0,5.0,0,0,0,0,15,36.0,0.0,0.0,0.0,0.0,4,0.25,1,0,0,2,0,5.0,,,5.0,,,60.0,4.0,,,,,,,,,,,,,,,
Giant Poisonous Snake,3,Beast,Beast,0,0,14,11,2,10,18,13,2,10,3,0.0,4.0,1.0,-4.0,0.0,-4.0,2.0,0,0,0,0,12,0.0,3.0,0.0,0.0,0.0,0,0.25,1,0,0,0,0,30.0,30.0,,2.0,,,,,,,,,,,,,,,,,,,
Giant Rat,2,Beast,Beast,0,0,12,7,2,7,15,11,2,10,4,-2.0,2.0,0.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,0,0.125,1,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Giant Rat (Diseased),2,Beast,Beast,0,0,12,7,2,7,15,11,2,10,4,-2.0,2.0,0.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,0,0.125,1,0,0,0,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Giant Scorpion,4,Beast,Beast,0,0,15,52,7,15,13,15,1,9,3,2.0,1.0,2.0,-5.0,-1.0,-4.0,-1.0,0,0,0,0,9,0.0,18.0,0.0,0.0,0.0,0,3.0,3,0,0,0,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Giant Sea Horse,4,Beast,Beast,0,0,13,16,3,12,15,11,2,12,5,1.0,2.0,0.0,-4.0,1.0,-3.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0.5,1,0,0,2,0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,
Giant Shark,5,Beast,Beast,0,0,13,126,11,23,11,21,1,10,5,6.0,0.0,5.0,-5.0,0.0,-3.0,3.0,0,0,0,0,13,0.0,18.0,0.0,0.0,0.0,0,5.0,1,0,0,2,0,,50.0,,3.0,,,,,,,,,,,,,,,,,,,
Giant Spider,4,Beast,Beast,0,0,14,26,4,14,16,12,2,11,4,2.0,3.0,1.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,18.0,3.0,0.0,0.0,0.0,0,1.0,2,0,0,3,0,30.0,,,,,,,7.0,,,,30.0,,,,,,,,,,,
Giant Toad,4,Beast,Beast,0,0,11,39,6,15,13,13,2,10,3,2.0,1.0,1.0,-4.0,0.0,-4.0,0.0,0,0,0,0,10,9.0,0.0,0.0,0.0,0.0,0,1.0,2,0,0,2,0,20.0,40.0,,,,,,,,,,,,,,,,,,,,,
Giant Vulture,4,Beast,Beast,0,-1,10,22,3,15,10,15,6,12,7,2.0,0.0,2.0,-2.0,1.0,-2.0,3.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,1,1.0,3,0,0,2,0,10.0,,,3.0,,,60.0,,,,,,,,,,,,,,,,
Giant Wasp,3,Beast,Beast,0,0,12,13,3,10,14,10,1,10,3,0.0,2.0,0.0,-5.0,0.0,-4.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,0.5,1,0,0,0,0,10.0,,,,,,50.0,,,,,,,,,,,,,,,,
Giant Weasel,3,Beast,Beast,0,0,13,9,2,11,16,10,4,12,5,0.0,3.0,0.0,-3.0,1.0,-3.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,0,0.125,1,0,0,1,0,40.0,,,3.0,,,,5.0,,,,,,,,,,,,,,,
Giant Wolf Spider,3,Beast,Beast,0,0,13,11,2,12,16,13,3,12,4,1.0,3.0,1.0,-4.0,1.0,-3.0,3.0,0,0,0,0,13,18.0,3.0,0.0,0.0,0.0,0,0.25,1,0,0,3,0,40.0,,,3.0,,,,7.0,,,,40.0,,,,,,,,,,,
Gibbering Mouther,3,Aberration,Aberration,0,0,9,67,9,10,8,16,3,10,6,0.0,-1.0,3.0,-4.0,0.0,-2.0,0.0,0,0,0,1,10,18.0,0.0,0.0,0.0,0.0,0,2.0,3,0,0,2,0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,
Glabrezu,4,Fiend,Demons,-1,-1,17,157,15,20,15,21,19,17,16,9.0,2.0,9.0,4.0,7.0,7.0,3.0,0,6,1,1,13,0.0,0.0,0.0,36.0,36.0,2,9.0,4,0,0,2,6,40.0,,,,,,,,,,,,,,,,,,,,,,
Gladiator,3,Humanoid,Humanoid,0,0,16,112,15,18,15,16,10,12,15,7.0,5.0,6.0,0.0,1.0,2.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,1,5.0,3,1,0,2,0,30.0,,,,,,,,,,,,,,,10.0,,,,,5.0,,
Gnoll,3,Humanoid,gnoll,-1,-1,15,22,5,14,12,11,6,10,7,2.0,1.0,0.0,-2.0,0.0,-2.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,1,0.5,3,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Goat,3,Beast,Beast,0,0,10,4,1,12,10,11,2,10,5,1.0,0.0,0.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Goblin,2,Humanoid,goblinoid,0,-1,15,7,2,8,14,10,10,8,8,-1.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,0,0,0,0,9,18.0,0.0,0.0,0.0,0.0,2,0.25,2,0,0,1,0,30.0,,,,,,,6.0,,,,,,,,,,,,,,,
Gold Dragon Wyrmling,3,Dragon,Gold Dragon,1,1,17,60,8,19,14,17,14,11,16,4.0,4.0,5.0,2.0,2.0,5.0,4.0,0,0,1,0,14,18.0,3.0,0.0,0.0,0.0,1,3.0,2,0,0,1,0,30.0,30.0,,4.0,,,60.0,4.0,,,,,,,,,,,,,,,
Gorgon,4,Monstrosity,Monstrosity,0,0,19,114,12,20,11,18,2,12,7,5.0,0.0,4.0,-4.0,1.0,-2.0,4.0,0,0,0,1,14,18.0,0.0,0.0,0.0,0.0,0,5.0,3,0,0,1,0,40.0,,,4.0,,,,,,,,,,,,,,,,,,,
Gray Ooze,3,Ooze,Oozes,0,0,8,22,3,12,6,16,1,6,2,1.0,-2.0,3.0,-5.0,-2.0,-4.0,-2.0,0,3,0,6,8,0.0,18.0,0.0,0.0,0.0,0,0.5,1,0,0,3,0,10.0,,,,,,,2.0,,,,10.0,,,,,,,,,,,
Green Dragon Wyrmling,3,Dragon,Green Dragon,1,-1,17,38,7,15,12,13,14,11,13,2.0,3.0,3.0,2.0,2.0,3.0,4.0,0,0,1,1,14,18.0,3.0,0.0,0.0,0.0,1,2.0,2,0,0,1,0,30.0,30.0,,4.0,,,60.0,3.0,,,,,,,,,,,,,,,
Green Hag,3,Fey,Hags,0,-1,17,82,11,18,12,16,13,14,14,4.0,1.0,3.0,1.0,2.0,2.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,3,3.0,3,0,0,6,15,30.0,,,4.0,,,,3.0,,,,,4.0,3.0,,,,,,,,,
Grick,3,Monstrosity,Monstrosity,0,0,14,27,6,14,14,11,3,14,5,2.0,2.0,0.0,-4.0,2.0,-3.0,2.0,0,3,0,0,12,18.0,0.0,0.0,0.0,0.0,0,2.0,3,0,0,1,0,30.0,,,,,,,,,,,30.0,,,,,,,,,,,
Griffon,4,Monstrosity,Monstrosity,0,0,12,59,7,18,15,16,2,13,8,4.0,2.0,3.0,-4.0,1.0,-1.0,5.0,0,0,0,0,15,18.0,0.0,0.0,0.0,0.0,0,2.0,3,0,0,1,0,30.0,,,5.0,,,80.0,,,,,,,,,,,,,,,,
Grimlock,3,Humanoid,grimlock,0,-1,11,11,2,16,12,12,9,8,6,3.0,1.0,1.0,-1.0,-1.0,-2.0,3.0,0,0,0,1,13,0.0,9.0,0.0,0.0,0.0,1,0.25,1,0,0,3,0,30.0,,,3.0,,,,3.0,,,,,,,,5.0,,,,,,,
Guard,3,Humanoid,Humanoid,0,0,16,11,2,13,12,12,10,11,10,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,1,0.125,1,0,0,0,0,30.0,,,2.0,,,,,,,,,,,,,,,,,,,
Guardian Naga,4,Monstrosity,Nagas,1,1,18,127,15,19,18,16,16,19,18,4.0,8.0,7.0,7.0,8.0,8.0,4.0,0,0,1,2,14,18.0,0.0,0.0,0.0,0.0,2,10.0,2,0,0,2,15,40.0,,,,,,,,,,,,,,,,,,,,,,
Gynosphinx,4,Monstrosity,Sphinxes,1,0,17,136,16,18,15,16,18,18,18,4.0,2.0,3.0,4.0,4.0,4.0,8.0,0,3,1,2,18,0.0,0.0,0.0,36.0,0.0,2,11.0,2,0,3,3,15,40.0,,12.0,8.0,,8.0,60.0,,,,,,,12.0,,,,,,,,,
Half-Red Dragon Veteran,3,Humanoid,human,0,0,18,65,10,16,13,14,10,11,10,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0,1,0,0,12,18.0,3.0,0.0,0.0,0.0,2,5.0,5,0,0,0,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Harpy,3,Monstrosity,Monstrosity,-1,-1,11,38,7,12,13,12,7,10,13,1.0,1.0,1.0,-2.0,0.0,1.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,1,1.0,4,0,0,0,0,20.0,,,,,,40.0,,,,,,,,,,,,,,,,
Hawk,1,Beast,Beast,0,0,13,1,1,5,16,8,2,14,6,-3.0,3.0,-1.0,-4.0,2.0,-2.0,4.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,10.0,,,4.0,,,60.0,,,,,,,,,,,,,,,,
Hell Hound,3,Fiend,Fiend,1,-1,15,45,7,17,12,14,6,13,6,3.0,1.0,2.0,-2.0,1.0,-2.0,5.0,0,0,1,0,15,18.0,0.0,0.0,0.0,0.0,1,3.0,2,0,0,2,0,50.0,,,5.0,,,,,,,,,,,,,,,,,,,
Hezrou,4,Fiend,Demons,-1,-1,16,136,13,19,17,20,5,12,13,7.0,3.0,8.0,-3.0,4.0,1.0,1.0,0,6,1,1,11,36.0,0.0,0.0,0.0,36.0,2,8.0,4,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Hill Giant,5,Giant,Giants,-1,-1,13,105,10,21,8,19,5,9,6,5.0,-1.0,4.0,-3.0,-1.0,-2.0,2.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,1,5.0,3,0,0,0,0,40.0,,,2.0,,,,,,,,,,,,,,,,,,,
Hippogriff,4,Monstrosity,Monstrosity,0,0,11,19,3,17,13,13,2,12,8,3.0,1.0,1.0,-4.0,1.0,-1.0,5.0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0,1.0,3,0,0,1,0,40.0,,,5.0,,,60.0,,,,,,,,,,,,,,,,
Hobgoblin,3,Humanoid,goblinoid,1,-1,18,11,2,13,12,12,10,10,9,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,2,0.5,2,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Homunculus,1,Construct,Construct,0,0,13,5,2,4,15,11,10,10,7,-3.0,2.0,0.0,0.0,0.0,-2.0,0.0,0,0,1,2,10,18.0,0.0,0.0,0.0,0.0,1,0.0,1,0,0,1,0,20.0,,,,,,40.0,,,,,,,,,,,,,,,,
Horned Devil,4,Fiend,Devils,1,-1,18,178,17,22,17,21,12,16,17,10.0,7.0,5.0,1.0,7.0,7.0,3.0,0,4,2,1,13,36.0,0.0,0.0,0.0,36.0,2,11.0,4,0,0,2,0,20.0,,,,,,60.0,,,,,,,,,,,,,,,,
Hunter Shark,4,Beast,Beast,0,0,12,45,6,18,13,15,1,10,4,4.0,1.0,2.0,-5.0,0.0,-3.0,2.0,0,0,0,0,12,9.0,0.0,0.0,0.0,0.0,0,2.0,1,0,0,2,0,,40.0,,2.0,,,,,,,,,,,,,,,,,,,
Hydra,5,Monstrosity,Monstrosity,0,0,15,172,15,20,12,20,2,10,7,5.0,1.0,5.0,-4.0,0.0,-2.0,6.0,0,0,0,0,16,18.0,0.0,0.0,0.0,0.0,0,8.0,2,0,0,4,0,30.0,30.0,,6.0,,,,,,,,,,,,,,,,,,,
Hyena,3,Beast,Beast,0,0,11,5,1,11,13,12,2,12,5,0.0,1.0,1.0,-4.0,1.0,-3.0,3.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,50.0,,,3.0,,,,,,,,,,,,,,,,,,,
Ice Devil,4,Fiend,Devils,1,-1,18,180,19,21,14,18,18,15,18,5.0,7.0,9.0,4.0,7.0,9.0,2.0,0,3,2,1,12,36.0,18.0,0.0,0.0,36.0,2,14.0,5,0,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Ice Mephit,2,Elemental,Mephits,0,-1,11,21,6,7,13,10,9,11,12,-2.0,1.0,0.0,-1.0,0.0,1.0,2.0,-2,0,2,1,12,18.0,0.0,0.0,0.0,0.0,2,0.5,3,0,0,3,1,30.0,,,2.0,,,30.0,3.0,,,,,,,,,,,,,,,
Imp,1,Fiend,Devils,1,-1,13,10,3,6,17,13,11,12,14,-2.0,3.0,1.0,0.0,1.0,2.0,1.0,0,4,2,1,11,36.0,0.0,0.0,0.0,0.0,2,1.0,2,0,0,4,0,20.0,,,,,,40.0,5.0,,4.0,3.0,,4.0,,,,,,,,,,
Invisible Stalker,3,Elemental,Elemental,0,0,14,104,16,16,19,14,10,15,11,3.0,4.0,2.0,0.0,2.0,0.0,8.0,0,3,1,8,18,18.0,0.0,0.0,0.0,0.0,2,6.0,2,0,0,2,0,50.0,,,8.0,,,50.0,10.0,,,,,,,True,,,,,,,,
Iron Golem,4,Construct,Golems,0,0,20,210,20,24,9,20,3,11,1,7.0,-1.0,5.0,-4.0,0.0,-5.0,0.0,0,0,6,6,10,36.0,0.0,0.0,0.0,0.0,1,16.0,4,0,0,4,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Jackal,2,Beast,Beast,0,0,12,3,1,8,15,11,3,12,6,-1.0,2.0,0.0,-4.0,1.0,-2.0,3.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,2,0,40.0,,,3.0,,,,,,,,,,,,,,,,,,,
Killer Whale,5,Beast,Beast,0,0,12,90,12,19,10,13,3,12,7,4.0,0.0,1.0,-4.0,1.0,-2.0,3.0,0,0,0,0,13,0.0,36.0,0.0,0.0,0.0,0,3.0,1,0,0,3,0,,60.0,,3.0,,,,,,,,,,,,,,,,,,,
Knight,3,Humanoid,Humanoid,0,0,18,52,8,16,11,14,11,11,15,3.0,0.0,4.0,0.0,2.0,2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,1,3.0,4,1,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
